date,open,high,low,close,volume
2026-03-18,1156.25,1165.25,1148.0,1161.75,127547
2026-03-19,1165.0,1173.5,1157.0,1168.5,126121
2026-03-20,1166.0,1176.0,1159.5,1161.25,97252
2026-03-23,1160.0,1171.5,1152.5,1163.5,106430
2026-03-24,1164.25,1166.75,1153.75,1155.0,110638
2026-03-25,1153.5,1176.75,1151.5,1171.75,120496
2026-03-26,1173.0,1179.75,1167.0,1173.75,101877
2026-03-27,1172.0,1178.75,1155.75,1159.25,115720
2026-03-30,1165.0,1170.0,1158.25,1159.75,82484
2026-03-31,1159.0,1177.75,1156.0,1171.0,125889
2026-04-01,1171.5,1174.75,1153.0,1168.5,112701
2026-04-02,1167.25,1174.25,1162.0,1163.5,0
2026-04-06,1164.5,1169.75,1158.75,1166.75,62851
2026-04-07,1164.75,1170.5,1155.25,1158.25,105838
2026-04-08,1152.0,1163.0,1140.5,1162.0,142190
2026-04-09,1162.0,1170.5,1159.75,1165.25,125074
2026-04-10,1166.5,1179.25,1164.5,1175.75,149588
2026-04-13,1177.0,1183.75,1160.0,1162.25,150296
2026-04-14,1160.5,1168.5,1156.0,1158.0,129741
2026-04-15,1156.75,1171.0,1156.75,1167.0,129741
2026-04-16,1165.75,1169.5,1162.75,1167.0,39856
