name,category,final_pnl,max_drawdown,sharpe,trade_count,pnl_INTARIAN_PEPPER_ROOT,pnl_ASH_COATED_OSMIUM
imc_r1_round_1_day_-1,round_1,0.0,0.0,0,0,0.0,0.0
imc_r1_round_1_day_-2,round_1,0.0,0.0,0,0,0.0,0.0
imc_r1_round_1_day_0,round_1,0.0,0.0,0,0,0.0,0.0
imc_r2_round_2_day_-1,round_2,0.0,0.0,0,0,0.0,0.0
imc_r2_round_2_day_0,round_2,0.0,0.0,0,0,0.0,0.0
imc_r2_round_2_day_1,round_2,0.0,0.0,0,0,0.0,0.0
real_av_COFFEE_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_av_COFFEE_d3,real_world,0.0,0.0,0,0,0.0,0.0
real_av_COFFEE_d8,real_world,0.0,0.0,0,0,0.0,0.0
real_av_CORN_d11,real_world,0.0,0.0,0,0,0.0,0.0
real_av_CORN_d6,real_world,0.0,0.0,0,0,0.0,0.0
real_av_COTTON_d1,real_world,0.0,0.0,0,0,0.0,0.0
real_av_COTTON_d4,real_world,0.0,0.0,0,0,0.0,0.0
real_av_COTTON_d9,real_world,0.0,0.0,0,0,0.0,0.0
real_av_SUGAR_d2,real_world,0.0,0.0,0,0,0.0,0.0
real_av_SUGAR_d7,real_world,0.0,0.0,0,0,0.0,0.0
real_av_WHEAT_d10,real_world,0.0,0.0,0,0,0.0,0.0
real_av_WHEAT_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ADM_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ADM_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ADM_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_BGS_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_BGS_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_BGS_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_MKC_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_MKC_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_MKC_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZC_F_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZC_F_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZC_F_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZS_F_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZS_F_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZS_F_d5,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZW_F_d0,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZW_F_d13,real_world,0.0,0.0,0,0,0.0,0.0
real_yf_ZW_F_d5,real_world,0.0,0.0,0,0,0.0,0.0
scen_bear_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_bear_volatile_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_bull_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_crash_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_crash_volatile_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_high_vol_volatile_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_sawtooth_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_sawtooth_volatile_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_sideways_drift_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_sideways_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_spike_crash_volatile_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_v_recovery_drift_s0,scenario,0.0,0.0,0,0,0.0,0.0
scen_v_recovery_normal_s0,scenario,0.0,0.0,0,0,0.0,0.0
