name,category,final_pnl,pnl_osmium,pnl_pepper,max_drawdown,sharpe,sortino,calmar,trade_count,rt_wins,rt_losses,rt_pushes,trade_win_rate,avg_win,avg_loss,profit_factor
imc_round_2_day_-1,imc,82193.0,3805.0,78388.0,1523180.0,0.0023461244658056195,0.002455385578916004,0.053961449073648554,150,126,0,0,1.0,29.674603174603174,0.0,inf
imc_round_2_day_0,imc,83231.0,4670.0,78561.0,1840400.0,0.002096581722540063,0.002231667743312724,0.04522440773744838,168,136,0,0,1.0,33.49264705882353,0.0,inf
imc_round_2_day_1,imc,82726.0,4449.0,78277.0,1626324.5,0.0020443183792038656,0.0021166108766173756,0.05086684729892466,164,129,0,0,1.0,33.666666666666664,0.0,inf
av_COFFEE_d0,real,1841.0,1841.0,0.0,7536.0,0.5171996462403476,1.0604042063477108,0.2442940552016985,48,36,0,0,1.0,254.41666666666666,0.0,inf
av_COFFEE_d3,real,7374.0,7374.0,0.0,8280.0,1.5658847876752313,3.2281472523575077,0.8905797101449275,111,102,0,0,1.0,107.37254901960785,0.0,inf
av_COFFEE_d8,real,6354.0,6354.0,0.0,7560.0,1.3700342092305073,2.8052779306120343,0.8404761904761905,48,39,0,0,1.0,266.1025641025641,0.0,inf
av_CORN_d11,real,720.0,720.0,0.0,7557.0,0.20240751536107213,0.41513588800416673,0.09527590313616514,34,27,0,0,1.0,216.5185185185185,0.0,inf
av_CORN_d6,real,6854.0,6854.0,0.0,7534.0,1.5016072721196023,3.0824269347762696,0.9097425006636581,34,23,0,0,1.0,303.2173913043478,0.0,inf
av_COTTON_d1,real,-2894.0,-2894.0,0.0,7621.0,-0.5853729207190715,-1.182790489015841,-0.37974019157590866,50,40,0,0,1.0,104.2,0.0,inf
av_COTTON_d4,real,3706.0,3706.0,0.0,7608.0,0.8722245525583506,1.7384389881130933,0.4871188222923239,25,17,0,0,1.0,459.6470588235294,0.0,inf
av_COTTON_d9,real,10842.0,10842.0,0.0,7549.0,2.352290448141993,4.714431025948503,1.4362167174460194,62,53,0,0,1.0,202.9056603773585,0.0,inf
av_SUGAR_d2,real,2155.0,2155.0,0.0,7483.0,0.5233604943969126,1.0801907021621433,0.2879861018308165,24,17,0,0,1.0,436.47058823529414,0.0,inf
av_SUGAR_d7,real,130.0,130.0,0.0,7500.0,0.19011722473194523,0.38894355062943065,0.017333333333333333,19,12,0,0,1.0,626.3333333333334,0.0,inf
av_WHEAT_d10,real,6590.0,6590.0,0.0,7520.0,1.4064669920069153,2.782848783269564,0.8763297872340425,102,94,0,0,1.0,100.94680851063829,0.0,inf
