name,category,final_pnl,max_drawdown,sharpe,trade_count,pnl_INTARIAN_PEPPER_ROOT,pnl_ASH_COATED_OSMIUM
imc_r1_round_1_day_-1,round_1,531123.0,922.5,37.171016700841975,42150,145074.0,386049.0
imc_r1_round_1_day_-2,round_1,517133.0,849.0,39.85722524645933,41961,139143.5,377989.5
imc_r1_round_1_day_0,round_1,526801.0,1017.5,34.563789062723544,42104,153057.0,373744.0
imc_r2_round_2_day_-1,round_2,533862.0,836.0,38.00513321234702,42312,145998.0,387864.0
imc_r2_round_2_day_0,round_2,526627.0,944.0,35.12556921743805,42128,150930.0,375697.0
imc_r2_round_2_day_1,round_2,543224.0,1018.5,33.51208324587386,42192,159065.0,384159.0
