name,category,final_pnl,pnl_osmium,pnl_pepper,max_drawdown,sharpe,sortino,calmar,trade_count,rt_wins,rt_losses,rt_pushes,trade_win_rate,avg_win,avg_loss,profit_factor
imc_round_1_day_-1,imc,82562.0,3325.0,79237.0,1456646.0,0.0022867185951025255,0.0024146786682214807,0.056679522684303534,105,85,1,0,0.9883720930232558,36.35294117647059,-4.0,772.5
imc_round_1_day_-2,imc,82049.0,2533.0,79516.0,1157337.0,0.002362517455153139,0.0025174808367849377,0.07089464866326749,89,63,3,1,0.9545454545454546,36.19047619047619,-9.666666666666666,78.62068965517241
imc_round_1_day_0,imc,83604.0,4255.0,79349.0,1807360.0,0.0021747790714876478,0.0022518560363360474,0.04625752478753541,130,106,0,0,1.0,39.43396226415094,0.0,inf
imc_round_2_day_-1,imc,81866.0,2566.0,79300.0,1393385.0,0.002380474684277293,0.0024808497475601273,0.058753323740387615,95,72,1,3,0.9863013698630136,35.84722222222222,-20.0,129.05
imc_round_2_day_0,imc,83765.0,4449.0,79316.0,1809931.5,0.002158564975372594,0.0022618970524512167,0.04628075703417505,120,93,0,0,1.0,45.623655913978496,0.0,inf
imc_round_2_day_1,imc,82265.0,2975.0,79290.0,1619938.0,0.002004205278128977,0.002084177416294588,0.05078280773708623,107,76,5,0,0.9382716049382716,36.88157894736842,-8.0,70.07499999999999
av_COFFEE_d0,real,248570.0,2430.0,246140.0,13560.0,23.329889351322876,69.00956714111426,18.3311209439528,106,79,14,0,0.8494623655913979,3259.3670886075947,-129.07142857142858,142.49584947426672
av_COFFEE_d3,real,95390.0,9311.0,86079.0,8280.0,12.654474940285409,32.897993688591356,11.520531400966183,107,92,4,1,0.9583333333333334,1080.195652173913,-126.25,196.7881188118812
av_COFFEE_d8,real,6155.0,7039.0,-884.0,7275.0,1.2787913854737472,2.558712332888291,0.8460481099656357,48,35,5,0,0.875,309.34285714285716,-176.8,12.247737556561086
av_CORN_d11,real,334219.0,1244.0,332975.0,9372.0,37.4266517007764,103.69788004140682,35.66143832693128,107,88,5,0,0.946236559139785,3865.7386363636365,-186.6,364.61414790996787
