date,close,open,high,low,volume
1992-01-01,73.03181818181818,73.03181818181818,74.49245454545455,71.57118181818181,1000
1992-02-01,69.298,73.03181818181818,70.68396,67.91204,1000
1992-03-01,69.89363636363636,69.298,71.29150909090909,68.49576363636363,1000
1992-04-01,66.52227272727274,69.89363636363636,67.85271818181819,65.19182727272728,1000
1992-05-01,60.79666666666667,66.52227272727274,62.0126,59.580733333333335,1000
1992-06-01,59.44818181818182,60.79666666666667,60.63714545454546,58.259218181818184,1000
1992-07-01,58.34913043478261,59.44818181818182,59.51611304347826,57.182147826086954,1000
1992-08-01,53.35380952380952,58.34913043478261,54.42088571428571,52.28673333333332,1000
1992-09-01,51.67318181818182,53.35380952380952,52.70664545454545,50.63971818181818,1000
1992-10-01,50.83,51.67318181818182,51.8466,49.813399999999994,1000
1992-11-01,52.51285714285714,50.83,53.563114285714285,51.4626,1000
1992-12-01,75.13913043478261,52.51285714285714,76.64191304347827,73.63634782608696,1000
1993-01-01,71.81904761904762,75.13913043478261,73.25542857142858,70.38266666666667,1000
1993-02-01,67.4365,71.81904761904762,68.78523,66.08776999999999,1000
1993-03-01,64.68130434782609,67.4365,65.9749304347826,63.38767826086956,1000
1993-04-01,58.41454545454545,64.68130434782609,59.58283636363636,57.24625454545453,1000
1993-05-01,61.65904761904762,58.41454545454545,62.892228571428575,60.425866666666664,1000
1993-06-01,63.19045454545455,61.65904761904762,64.45426363636365,61.92664545454546,1000
1993-07-01,70.47909090909091,63.19045454545455,71.88867272727273,69.0695090909091,1000
1993-08-01,76.18727272727273,70.47909090909091,77.71101818181819,74.66352727272726,1000
1993-09-01,81.12181818181818,76.18727272727273,82.74425454545455,79.49938181818182,1000
1993-10-01,76.64333333333333,81.12181818181818,78.1762,75.11046666666667,1000
1993-11-01,79.23863636363636,76.64333333333333,80.8234090909091,77.65386363636362,1000
1993-12-01,82.55260869565217,79.23863636363636,84.20366086956521,80.90155652173912,1000
1994-01-01,79.58238095238094,82.55260869565217,81.17402857142856,77.99073333333332,1000
1994-02-01,83.2,79.58238095238094,84.864,81.536,1000
1994-03-01,87.01478260869565,83.2,88.75507826086957,85.27448695652174,1000
1994-04-01,90.93761904761904,87.01478260869565,92.75637142857141,89.11886666666666,1000
1994-05-01,117.1663636363636,90.93761904761904,119.50969090909088,114.82303636363632,1000
1994-06-01,133.3613636363636,117.1663636363636,136.02859090909087,130.69413636363632,1000
1994-07-01,201.41,133.3613636363636,205.4382,197.3818,1000
1994-08-01,199.1395652173913,201.41,203.12235652173914,195.15677391304345,1000
1994-09-01,218.6804545454545,199.1395652173913,223.0540636363636,214.3068454545454,1000
1994-10-01,207.3138095238095,218.6804545454545,211.4600857142857,203.16753333333332,1000
1994-11-01,188.1163636363636,207.3138095238095,191.87869090909086,184.3540363636363,1000
1994-12-01,162.265,188.1163636363636,165.5103,159.01969999999997,1000
1995-01-01,171.0881818181818,162.265,174.50994545454543,167.66641818181816,1000
1995-02-01,167.475,171.0881818181818,170.8245,164.1255,1000
1995-03-01,179.2108695652174,167.475,182.79508695652174,175.62665217391304,1000
1995-04-01,173.237,179.2108695652174,176.70174,169.77226,1000
1995-05-01,173.245652173913,173.237,176.71056521739126,169.7807391304347,1000
1995-06-01,158.6031818181818,173.245652173913,161.77524545454546,155.43111818181816,1000
1995-07-01,140.2966666666667,158.6031818181818,143.10260000000005,137.49073333333337,1000
1995-08-01,150.9917391304348,140.2966666666667,154.01157391304352,147.9719043478261,1000
1995-09-01,137.1380952380952,150.9917391304348,139.8808571428571,134.39533333333327,1000
1995-10-01,127.0859090909091,137.1380952380952,129.6276272727273,124.54419090909091,1000
1995-11-01,125.2604545454545,127.0859090909091,127.76566363636358,122.7552454545454,1000
1995-12-01,106.3680952380952,125.2604545454545,108.4954571428571,104.24073333333328,1000
1996-01-01,107.9617391304348,106.3680952380952,110.12097391304349,105.8025043478261,1000
1996-02-01,124.7804761904762,107.9617391304348,127.27608571428571,122.28486666666667,1000
1996-03-01,120.807619047619,124.7804761904762,123.22377142857138,118.39146666666662,1000
1996-04-01,121.8831818181818,120.807619047619,124.32084545454543,119.44551818181816,1000
1996-05-01,129.595652173913,121.8831818181818,132.18756521739127,127.00373913043475,1000
1996-06-01,125.03,129.595652173913,127.5306,122.5294,1000
1996-07-01,123.7008695652174,125.03,126.17488695652175,121.22685217391306,1000
1996-08-01,125.5077272727273,123.7008695652174,128.01788181818185,122.99757272727274,1000
1996-09-01,119.812380952381,125.5077272727273,122.20862857142863,117.41613333333338,1000
1996-10-01,123.7769565217391,119.812380952381,126.25249565217388,121.30141739130431,1000
1996-11-01,123.9138095238095,123.7769565217391,126.3920857142857,121.43553333333331,1000
1996-12-01,116.8936363636364,123.9138095238095,119.23150909090913,114.55576363636368,1000
1997-01-01,131.2339130434783,116.8936363636364,133.85859130434787,128.60923478260875,1000
1997-02-01,166.3255,131.2339130434783,169.65201000000002,162.99899,1000
1997-03-01,193.4080952380952,166.3255,197.2762571428571,189.5399333333333,1000
1997-04-01,205.4409090909091,193.4080952380952,209.54972727272727,201.3320909090909,1000
1997-05-01,265.6059090909091,205.4409090909091,270.9180272727273,260.29379090909094,1000
1997-06-01,226.7609523809524,265.6059090909091,231.29617142857145,222.22573333333335,1000
1997-07-01,190.1582608695652,226.7609523809524,193.9614260869565,186.3550956521739,1000
1997-08-01,191.0990476190476,190.1582608695652,194.92102857142856,187.27706666666666,1000
1997-09-01,190.8645454545455,191.0990476190476,194.6818363636364,187.0472545454546,1000
1997-10-01,169.1491304347826,190.8645454545455,172.53211304347823,165.76614782608695,1000
1997-11-01,160.3115,169.1491304347826,163.51773,157.10527,1000
1997-12-01,176.7795652173913,160.3115,180.31515652173914,173.24397391304348,1000
1998-01-01,176.9136363636364,176.7795652173913,180.45190909090914,173.3753636363637,1000
1998-02-01,178.374,176.9136363636364,181.94147999999998,174.80652,1000
1998-03-01,158.39,178.374,161.5578,155.2222,1000
1998-04-01,150.255,158.39,153.2601,147.2499,1000
1998-05-01,138.937619047619,150.255,141.71637142857136,136.15886666666663,1000
1998-06-01,126.6631818181818,138.937619047619,129.19644545454543,124.12991818181816,1000
1998-07-01,116.9413043478261,126.6631818181818,119.28013043478263,114.60247826086957,1000
1998-08-01,123.6471428571429,116.9413043478261,126.12008571428575,121.17420000000004,1000
1998-09-01,112.9440909090909,123.6471428571429,115.20297272727272,110.68520909090908,1000
1998-10-01,109.3872727272727,112.9440909090909,111.57501818181815,107.19952727272725,1000
1998-11-01,116.1219047619048,109.3872727272727,118.4443428571429,113.7994666666667,1000
1998-12-01,117.0560869565217,116.1219047619048,119.39720869565213,114.71496521739127,1000
1999-01-01,114.227619047619,117.0560869565217,116.51217142857138,111.94306666666662,1000
1999-02-01,104.762,114.227619047619,106.85724,102.66676,1000
1999-03-01,105.1321739130435,104.762,107.23481739130438,103.02953043478263,1000
1999-04-01,102.8286363636364,105.1321739130435,104.88520909090913,100.77206363636368,1000
1999-05-01,111.3547619047619,102.8286363636364,113.58185714285715,109.12766666666666,1000
1999-06-01,108.1172727272727,111.3547619047619,110.27961818181817,105.95492727272725,1000
1999-07-01,95.79181818181819,108.1172727272727,97.70765454545455,93.87598181818183,1000
1999-08-01,91.49954545454544,95.79181818181819,93.32953636363635,89.66955454545453,1000
