threshold,hold,spread_max,size_scale,taker_frac,day2_pnl,day2_trades,day3_pnl,day3_trades,day4_pnl,day4_trades,day3_10pct_pnl,day3_10pct_trades,total_3days,score
8.0,1,14,0.15,1.0,-7126632.187499999,210935,-6518197.837500001,195371,-5353566.15,184492,-635691.4875,19090,-18998396.175,-3199389.744375
8.0,1,16,0.15,0.6,-6681580.680000001,221944,-6730780.102499999,219249,-5725788.690000001,210557,-646211.1375,21434,-19138149.4725,-3226138.5465
8.0,3,10,0.35,1.0,-7137776.449999999,116704,-6910139.1625,113435,-4849572.875,102882,-718498.025,11249,-18897488.487499997,-3229797.1868749997
8.0,3,14,0.15,1.0,-7172889.9,210835,-6496092.299999999,195271,-5552990.8875,184392,-635931.5999999999,18990,-19221973.0875,-3233058.343125
8.0,2,20,0.15,0.2,-6309243.6375,235329,-6556643.085,235975,-6327899.34,229358,-654521.4524999999,23372,-19193786.0625,-3239054.70825
8.0,3,16,0.15,0.6,-6726250.1775,221844,-6717848.1,219149,-5905849.004999999,210457,-639739.4175,21334,-19349947.2825,-3254348.7719999994
8.0,3,10,0.5,0.2,-7338777.5,116704,-7178920.075000001,113435,-4483524.65,102882,-752708.55,11249,-19001222.225,-3264173.03625
8.0,2,14,0.15,1.0,-7257537.862500001,210885,-6507997.125,195321,-6041890.499999998,184442,-636685.3124999999,19040,-19807425.487499997,-3321290.7449999996
8.0,2,12,0.25,0.8,-6842045.125000002,150353,-6535586.2,145877,-6122428.175000001,139897,-724208.05,15240,-19500059.500000004,-3323323.3525
8.0,2,8,1.0,0.8,-5172735.4,42428,-7455899.199999999,53426,-6917134.800000001,56877,-727276.8999999999,4777,-19545769.4,-3331867.705
8.0,2,16,0.15,0.6,-6809093.602499999,221894,-6721344.0525,219199,-6403842.532499999,210507,-641049.6975,21384,-19934280.1875,-3342719.361749999
8.0,1,12,0.35,0.2,-7361739.945,150403,-7114422.787499999,145927,-5080667.62,139947,-791008.4175,15290,-19556830.3525,-3368579.1825
8.0,1,12,0.25,1.0,-7273958.375,150403,-6990286.8125,145927,-5483585.0,139947,-775356.0625,15290,-19747830.1875,-3388620.3625
8.0,2,10,0.35,1.0,-7229860.137499998,116754,-6934483.237499999,113485,-5873122.7625,102932,-718818.45,11299,-20037466.137499996,-3400970.0681249998
8.0,1,20,0.15,0.4,-6750860.550000001,235379,-7175550.555,236025,-6252867.4350000005,229408,-710024.9099999999,23422,-20179278.54,-3417405.4814999998
8.0,3,12,0.35,0.2,-7355654.564999999,150303,-7091343.9275,145827,-5539571.31,139847,-779747.7449999999,15190,-19986569.8025,-3426846.730125
8.0,3,12,0.25,1.0,-7268263.375,150303,-6972500.3125,145827,-5809907.75,139847,-766131.375,15190,-20050671.4375,-3428972.9718750003
8.0,3,20,0.15,0.4,-6808117.8,235279,-7190671.035000001,235925,-6406752.779999999,229308,-714168.075,23322,-20405541.615000002,-3453623.6835
8.0,1,16,0.15,0.8,-7212589.14,221944,-7256836.619999999,219249,-6238175.669999999,210557,-696333.9,21434,-20707601.429999996,-3489123.8594999993
8.0,1,10,0.5,0.4,-8067048.4,116804,-7844197.8,113535,-4480009.149999999,102982,-808288.25,11349,-20391255.349999998,-3503246.8400000003
8.0,2,10,0.5,0.2,-7469123.125,116754,-7212509.525,113485,-5944415.475000001,102932,-752109.1,11299,-20626048.125,-3507567.22375
8.0,3,16,0.15,0.8,-7257022.094999999,221844,-7243676.249999999,219149,-6417990.389999999,210457,-689649.54,21334,-20918688.735,-3517110.557249999
8.0,2,20,0.15,0.4,-6889042.575000001,235329,-7161499.994999999,235975,-6927889.379999998,229358,-714151.605,23372,-20978431.95,-3539548.1752499994
8.0,2,12,0.25,1.0,-7345769.1875,150353,-7012571.3125,145877,-6585882.625,139897,-776639.625,15240,-20944223.125,-3568785.2624999997
8.0,2,8,1.0,1.0,-5597666.0,42428,-7986943.5,53426,-7522229.5,56877,-776236.0,4777,-21106839.0,-3592955.6500000004
8.0,3,10,0.5,0.4,-8053289.000000002,116704,-7852096.899999999,113435,-5094633.8,102882,-821137.8500000001,11249,-21000019.700000003,-3601628.7725000004
8.0,2,16,0.15,0.8,-7339986.419999999,221894,-7247289.870000001,219199,-6916104.285,210507,-691066.38,21384,-21503380.575,-3605593.59525
8.0,2,12,0.35,0.2,-7463222.1125,150353,-7146483.2075,145877,-6624890.755,139897,-793678.655,15240,-21234596.075,-3621712.6714999997
8.0,1,12,0.35,0.4,-8067190.389999998,150403,-7782417.475,145927,-5729755.464999999,139947,-864630.9349999999,15290,-21579363.33,-3712451.513749999
8.0,1,20,0.15,0.6,-7330782.375000001,235379,-7780520.407499999,236025,-6853006.402499999,229408,-769770.8025,23422,-21964309.185,-3718020.3191249995
8.0,1,16,0.15,1.0,-7743597.600000002,221944,-7782893.1375,219249,-6750562.649999999,210557,-746456.6625,21434,-22277053.387500003,-3752109.1725000003
8.0,3,20,0.15,0.6,-7387780.0125,235279,-7795406.6775,235925,-7006614.1575,229308,-773666.025,23322,-22189800.8475,-3753986.4408750003
8.0,3,12,0.35,0.4,-8060633.105000001,150303,-7758883.054999998,145827,-6188146.1949999975,139847,-852956.7899999999,15190,-22007662.354999997,-3770275.5877499995
8.0,3,16,0.15,1.0,-7787794.0125,221844,-7769504.3999999985,219149,-6930131.775,210457,-739559.6625,21334,-22487430.1875,-3779872.3425
8.0,1,14,0.25,0.2,-8612347.7625,210935,-7920941.312499998,195371,-6115552.849999999,184492,-775881.7625000002,19090,-22648841.924999997,-3824061.2581249992
8.0,2,20,0.15,0.6,-7468841.512499999,235329,-7766356.905,235975,-7527879.42,229358,-773781.7575,23372,-22763077.8375,-3840041.6422499996
8.0,1,10,0.5,0.6,-8782190.975,116804,-8517962.075,113535,-5091778.350000001,102982,-877254.7499999998,11349,-22391931.4,-3841279.8225
8.0,2,10,0.5,0.4,-8183935.250000001,116754,-7885983.299999999,113485,-6555855.449999999,102932,-820802.7,11299,-22625774.0,-3845307.585
8.0,2,16,0.15,1.0,-7870879.2375,221894,-7773235.687499998,219199,-7428366.037500001,210507,-741083.0625,21384,-23072480.9625,-3868467.82875
8.0,3,14,0.25,0.2,-8691039.999999998,210835,-7885522.500000001,195271,-6449491.9625,184392,-777639.7999999999,18990,-23026054.4625,-3881610.0593749997
8.0,3,10,0.5,0.6,-8767800.5,116704,-8525273.725,113435,-5705742.95,102882,-889567.1499999999,11249,-22998817.175,-3939084.5087499996
8.0,2,12,0.35,0.4,-8168435.8,150353,-7814262.365,145877,-7273726.984999998,139897,-867082.86,15240,-23256425.15,-3965359.3455
8.0,1,20,0.15,0.8,-7910704.199999998,235379,-8385490.26,236025,-7453145.37,229408,-829516.6950000001,23422,-23749339.83,-4018635.156749999
8.0,2,14,0.25,0.2,-8831332.7875,210885,-7904623.075,195321,-7263540.000000001,184442,-778229.1375000001,19040,-23999495.8625,-4027950.405
8.0,3,20,0.15,0.8,-7967442.225000001,235279,-8400142.320000002,235925,-7606475.534999998,229308,-833163.9750000001,23322,-23974060.08,-4054349.19825
8.0,1,12,0.35,0.6,-8772640.834999999,150403,-8450412.162499998,145927,-6378843.31,139947,-938253.4524999999,15290,-23601896.307499994,-4056323.8449999993
8.0,3,12,0.35,0.6,-8765611.645,150303,-8426422.182499997,145827,-6836721.079999999,139847,-926165.835,15190,-24028754.907499995,-4113704.445374999
8.0,2,20,0.15,0.8,-8048640.450000001,235329,-8371213.8149999995,235975,-8127869.460000002,229358,-833411.9099999999,23372,-24547723.725,-4140535.10925
8.0,1,10,0.5,0.8,-9497333.55,116804,-9191726.35,113535,-5703547.550000001,102982,-946221.25,11349,-24392607.45,-4179312.8049999997
8.0,2,10,0.5,0.6,-8898747.374999998,116754,-8559457.075000001,113485,-7167295.425000001,102932,-889496.3,11299,-24625499.875,-4183047.94625
8.0,1,14,0.25,0.4,-9428690.900000002,210935,-8656621.75,195371,-6817317.199999999,184492,-846782.775,19090,-24902629.85,-4201125.00375
8.0,3,14,0.25,0.4,-9506984.125,210835,-8620846.999999998,195271,-7150865.175000001,184392,-848201.35,18990,-25278696.3,-4258315.1875
8.0,3,10,0.5,0.8,-9482312.0,116704,-9198450.55,113435,-6316852.1,102882,-957996.4500000001,11249,-24997614.65,-4276540.245
8.0,2,12,0.35,0.6,-8873649.4875,150353,-8482041.5225,145877,-7922563.215000001,139897,-940487.0649999998,15240,-25278254.225,-4309006.0195
8.0,1,20,0.15,1.0,-8490626.025,235379,-8990460.112499999,236025,-8053284.337499998,229408,-889262.5875,23422,-25534370.474999998,-4319249.994375
8.0,3,20,0.15,1.0,-8547104.4375,235279,-9004877.9625,235925,-8206336.912500001,229308,-892661.9249999999,23322,-25758319.3125,-4354711.955625
8.0,1,12,0.35,0.8,-9478091.28,150403,-9118406.85,145927,-7027931.154999999,139947,-1011875.97,15290,-25624429.284999996,-4400196.17625
8.0,2,14,0.25,0.4,-9647473.700000001,210885,-8640132.774999999,195321,-7965109.374999998,184442,-848957.4,19040,-26252715.85,-4404833.9475
8.0,2,20,0.15,1.0,-8628439.3875,235329,-8976070.725,235975,-8727859.500000002,229358,-893042.0625,23372,-26332369.612499997,-4441028.57625
8.0,3,12,0.35,0.8,-9470590.184999999,150303,-9093961.31,145827,-7485295.965,139847,-999374.88,15190,-26049847.459999997,-4457133.302999999
8.0,1,16,0.25,0.2,-9365939.600000001,221944,-9464445.1125,219249,-7835024.550000001,210557,-909942.6875,21434,-26665409.262500003,-4500279.867500001
8.0,1,10,0.5,1.0,-10212476.125,116804,-9865490.625,113535,-6315316.75,102982,-1015187.75,11349,-26393283.5,-4517345.7875
8.0,2,10,0.5,0.8,-9613559.5,116754,-9232930.85,113485,-7778735.4,102932,-958189.9000000001,11299,-26625225.75,-4520788.3075
8.0,3,16,0.25,0.2,-9441177.237499999,221844,-9443653.0,219149,-8135943.724999999,210457,-899865.2875,21334,-27020773.962499995,-4548042.0024999995
8.0,1,14,0.25,0.6,-10245034.0375,210935,-9392302.187500002,195371,-7519081.550000001,184492,-917683.7875,19090,-27156417.775000002,-4578188.749375
8.0,3,10,0.5,1.0,-10196823.5,116704,-9871627.375,113435,-6927961.25,102882,-1026425.75,11249,-26996412.125,-4613995.98125
8.0,3,14,0.25,0.6,-10322928.25,210835,-9356171.500000002,195271,-7852238.387499998,184392,-918762.8999999999,18990,-27531338.1375,-4635020.315625
8.0,2,12,0.35,0.8,-9578863.175,150353,-9149820.68,145877,-8571399.444999998,139897,-1013891.2699999999,15240,-27300083.299999997,-4652652.6935
8.0,2,16,0.25,0.2,-9578846.612500003,221894,-9449087.3625,219199,-8965531.712499999,210507,-901693.8875,21384,-27993465.6875,-4694951.49125
8.0,1,12,0.35,1.0,-10183541.725,150403,-9786401.537499998,145927,-7677019.000000001,139947,-1085498.4874999998,15290,-27646962.262499996,-4744068.5075
8.0,1,10,0.75,0.2,-11027858.7375,116804,-10755650.287500001,113535,-5802359.925000001,102982,-1108982.625,11349,-27585868.950000003,-4747820.786250001
8.0,2,14,0.25,0.6,-10463614.612499999,210885,-9375642.475000001,195321,-8666678.750000002,184442,-919685.6625,19040,-28505935.8375,-4781717.49
8.0,3,12,0.35,1.0,-10175568.725,150303,-9761500.437499998,145827,-8133870.850000001,139847,-1072583.9249999998,15190,-28070940.0125,-4800562.160625
8.0,1,12,0.5,0.2,-10516771.35,150403,-10163461.125000002,145927,-7258096.6,139947,-1130012.0250000001,15290,-27938329.075000003,-4812255.975000001
8.0,2,10,0.5,1.0,-10328371.625,116754,-9906404.625,113485,-8390175.375,102932,-1026883.5,11299,-28624951.625,-4858528.668749999
8.0,3,12,0.5,0.2,-10508077.950000001,150303,-10130491.325,145827,-7913673.3,139847,-1113925.35,15190,-28552242.575,-4895495.32875
8.0,3,10,0.75,0.2,-11008166.249999998,116704,-10768380.1125,113435,-6725286.975,102882,-1129062.825,11249,-28501833.3375,-4896259.554374999
8.0,1,16,0.25,0.4,-10250953.699999997,221944,-10341205.975000003,219249,-8689002.85,210557,-993480.625,21434,-29281162.525,-4938588.7225
8.0,1,14,0.25,0.8,-11061377.175,210935,-10127982.625000004,195371,-8220845.9,184492,-988584.8,19090,-29410205.700000003,-4955252.495
8.0,3,16,0.25,0.4,-10325797.100000001,221844,-10320033.250000002,219149,-8989512.700000001,210457,-983048.825,21334,-29635343.050000004,-4985978.31125
8.0,2,12,0.35,1.0,-10284076.862500003,150353,-9817599.837499999,145877,-9220235.674999999,139897,-1087295.4749999999,15240,-29321912.375,-4996299.3675
8.0,3,14,0.25,0.8,-11138872.375,210835,-10091495.999999998,195271,-8553611.6,184392,-989324.4500000001,18990,-29783979.975,-5011725.44375
8.0,2,16,0.25,0.4,-10463667.975000001,221894,-10325663.725,219199,-9819301.3,210507,-985055.025,21384,-30608633.000000004,-5133075.21375
8.0,2,14,0.25,0.8,-11279755.525,210885,-10111152.175,195321,-9368248.125,184442,-990413.925,19040,-30759155.825000003,-5158601.032500001
8.0,2,12,0.5,0.2,-10661745.874999998,150353,-10209261.725,145877,-9464129.649999999,139897,-1133826.65,15240,-30335137.249999996,-5173875.244999999
8.0,1,20,0.25,0.2,-10284897.874999998,235379,-10950967.837499999,236025,-9421214.1125,229408,-1083798.3625,23422,-30657079.825,-5194651.073124999
8.0,1,10,0.75,0.4,-12100572.600000001,116804,-11766296.7,113535,-6720013.725000001,102982,-1212432.375,11349,-30586883.025000002,-5254870.26
8.0,3,20,0.25,0.2,-10380759.3125,235279,-10976558.987499999,235925,-9678152.3375,229308,-1091116.875,23322,-31035470.637499996,-5255434.876874999
8.0,2,10,0.75,0.2,-11203684.6875,116754,-10818764.287499998,113485,-8916623.2125,102932,-1128163.65,11299,-30939072.1875,-5261350.835625
8.0,1,12,0.5,0.4,-11524557.7,150403,-11117739.25,145927,-8185364.95,139947,-1235187.05,15290,-30827661.9,-5303502.1625
8.0,1,14,0.25,1.0,-11877720.3125,210935,-10863663.0625,195371,-8922610.25,184492,-1059485.8125,19090,-31663993.625,-5332316.240625
8.0,1,14,0.35,0.2,-12057286.8675,210935,-11089317.837499999,195371,-8561773.989999998,184492,-1086234.4675,19090,-31708378.694999997,-5353685.761374999
8.0,1,16,0.25,0.6,-11135967.8,221944,-11217966.837499999,219249,-9542981.15,210557,-1077018.5625,21434,-31896915.7875,-5376897.577500001
8.0,3,12,0.5,0.4,-11515190.15,150303,-11084118.649999999,145827,-8840208.85,139847,-1218509.7000000002,15190,-31439517.65,-5386107.982499999
8.0,3,14,0.25,1.0,-11954816.5,210835,-10826820.5,195271,-9254984.8125,184392,-1059886.0,18990,-32036621.8125,-5388430.571874999
8.0,2,20,0.25,0.2,-10515406.0625,235329,-10927738.475,235975,-10546498.9,229358,-1090869.0875000001,23372,-31989643.4375,-5398424.51375
8.0,3,10,0.75,0.4,-12079933.499999998,116704,-11778145.349999998,113435,-7641950.7,102882,-1231706.775,11249,-31500029.549999993,-5402443.1587499995
8.0,3,16,0.25,0.6,-11210416.9625,221844,-11196413.499999998,219149,-9843081.674999999,210457,-1066232.3625,21334,-32249912.137499996,-5423914.619999999
8.0,3,14,0.35,0.2,-12167455.999999998,210835,-11039731.500000002,195271,-9029288.747499999,184392,-1088695.72,18990,-32236476.2475,-5434254.083124999
8.0,2,14,0.25,1.0,-12095896.4375,210885,-10846661.875,195321,-10069817.5,184442,-1061142.1875,19040,-33012375.8125,-5535484.575
8.0,2,16,0.25,0.6,-11348489.337499997,221894,-11202240.087499999,219199,-10673070.8875,210507,-1068416.1625,21384,-33223800.312499996,-5571198.936249999
8.0,2,14,0.35,0.2,-12363865.9025,210885,-11066472.304999996,195321,-10168955.999999998,184442,-1089520.7925,19040,-33599294.207499996,-5639130.566999999
8.0,2,12,0.5,0.4,-11669194.000000002,150353,-11163231.95,145877,-10391038.549999999,139897,-1238689.8,15240,-33223464.5,-5664799.0649999995
8.0,1,20,0.25,0.4,-11251434.250000002,235379,-11959250.925,236025,-10421445.724999998,229408,-1183374.85,23422,-33632130.900000006,-5695675.8025
8.0,3,20,0.25,0.4,-11346863.0,235279,-11984451.725000001,235925,-10677921.299999999,229308,-1190280.125,23322,-34009236.025,-5756039.4725
8.0,1,10,0.75,0.6,-13173286.462499999,116804,-12776943.1125,113535,-7637667.525,102982,-1315882.125,11349,-33587897.1,-5761919.73375
8.0,2,10,0.75,0.4,-12275902.874999998,116754,-11828974.95,113485,-9833783.174999999,102932,-1231204.05,11299,-33938660.99999999,-5767961.3774999995
8.0,1,12,0.5,0.6,-12532344.050000003,150403,-12072017.375,145927,-9112633.3,139947,-1340362.075,15290,-33716994.72500001,-5794748.350000001
8.0,1,16,0.25,0.8,-12020981.899999997,221944,-12094727.700000001,219249,-10396959.450000001,210557,-1160556.5,21434,-34512669.05,-5815206.4325
8.0,3,16,0.25,0.8,-12095036.824999997,221844,-12072793.75,219149,-10696650.649999999,210457,-1149415.9,21334,-34864481.224999994,-5861850.928749999
8.0,3,12,0.5,0.6,-12522302.350000001,150303,-12037745.975000001,145827,-9766744.4,139847,-1323094.0499999998,15190,-34326792.725,-5876720.63625
8.0,1,14,0.35,0.4,-13200167.26,210935,-12119270.450000001,195371,-9544244.08,184492,-1185495.885,19090,-34863681.79,-5881575.005249999
8.0,2,20,0.25,0.4,-11481737.624999998,235329,-11935833.325000001,235975,-11546482.299999999,229358,-1190252.6749999998,23372,-34964053.25,-5899246.958749999
8.0,3,10,0.75,0.6,-13151700.750000002,116704,-12787910.5875,113435,-8558614.424999999,102882,-1334350.725,11249,-34498225.7625,-5908626.7631250005
8.0,3,14,0.35,0.4,-13309777.775,210835,-12069185.8,195271,-10011211.245000001,184392,-1187481.89,18990,-35390174.82000001,-5961641.2625
8.0,2,16,0.25,0.8,-12233310.700000001,221894,-12078816.450000001,219199,-11526840.475,210507,-1151777.3,21384,-35838967.625,-6009322.65875
8.0,2,12,0.5,0.6,-12676642.124999998,150353,-12117202.175,145877,-11317947.450000003,139897,-1343552.95,15240,-36111791.75,-6155722.885000001
8.0,2,14,0.35,0.4,-13506463.180000002,210885,-12096185.884999998,195321,-11151153.125,184442,-1188540.3599999999,19040,-36753802.19,-6166767.5265
8.0,1,20,0.25,0.6,-12217970.624999998,235379,-12967534.012499997,236025,-11421677.337500002,229408,-1282951.3375,23422,-36607181.974999994,-6196700.531874999
8.0,1,16,0.25,1.0,-12905996.0,221944,-12971488.5625,219249,-11250937.75,210557,-1244094.4375,21434,-37128422.3125,-6253515.2875
8.0,3,20,0.25,0.6,-12312966.6875,235279,-12992344.462499999,235925,-11677690.262500001,229308,-1289443.375,23322,-36983001.4125,-6256644.068125
8.0,1,10,0.75,0.8,-14246000.325000001,116804,-13787589.525,113535,-8555321.325,102982,-1419331.875,11349,-36588911.175,-6268969.2075
8.0,2,10,0.75,0.6,-13348121.062500002,116754,-12839185.6125,113485,-10750943.137500001,102932,-1334244.45,11299,-36938249.81250001,-6274571.9193750005
8.0,1,12,0.5,0.8,-13540130.4,150403,-13026295.499999998,145927,-10039901.649999999,139947,-1445537.0999999999,15290,-36606327.55,-6285994.537499999
8.0,3,16,0.25,1.0,-12979656.6875,221844,-12949174.0,219149,-11550219.625,210457,-1232599.4375,21334,-37479050.3125,-6299787.237499999
8.0,1,16,0.35,0.2,-13112315.439999998,221944,-13250223.157499999,219249,-10969034.370000001,210557,-1273919.7625,21434,-37331572.9675,-6300391.814499999
8.0,1,10,1.0,0.2,-14703811.649999999,116804,-14340867.05,113535,-7736479.899999999,102982,-1478643.5,11349,-36781158.6,-6330427.715
8.0,3,16,0.35,0.2,-13217648.1325,221844,-13221114.199999997,219149,-11390321.215,210457,-1259811.4025,21334,-37829083.5475,-6367258.803499999
8.0,3,12,0.5,0.8,-13529414.549999999,150303,-12991373.299999999,145827,-10693279.95,139847,-1427678.4000000001,15190,-37214067.8,-6367333.289999999
8.0,2,20,0.25,0.6,-12448069.1875,235329,-12943928.174999997,235975,-12546465.700000003,229358,-1289636.2625000002,23372,-37938463.0625,-6400069.4037500005
8.0,1,14,0.35,0.6,-14343047.652499998,210935,-13149223.062499998,195371,-10526714.169999998,184492,-1284757.3025,19090,-38018984.88499999,-6409464.249124998
8.0,3,10,0.75,0.8,-14223468.0,116704,-13797675.825,113435,-9475278.15,102882,-1436994.675,11249,-37496421.975,-6414810.3675
8.0,2,16,0.25,1.0,-13118132.0625,221894,-12955392.8125,219199,-12380610.0625,210507,-1235138.4375,21384,-38454134.9375,-6447446.38125
8.0,3,14,0.35,0.6,-14452099.55,210835,-13098640.1,195271,-10993133.742499998,184392,-1286268.06,18990,-38543873.3925,-6489028.441875
8.0,3,10,1.0,0.2,-14677555.0,116704,-14357840.150000002,113435,-8967049.3,102882,-1505417.1,11249,-38002444.45,-6528346.0725
8.0,2,16,0.35,0.2,-13410385.257499998,221894,-13228722.3075,219199,-12551744.397499999,210507,-1262371.4425,21384,-39190851.9625,-6572932.087749999
8.0,2,12,0.5,0.8,-13684090.250000004,150353,-13071172.4,145877,-12244856.350000001,139897,-1448416.1,15240,-39000119.00000001,-6646646.705
8.0,2,14,0.35,0.6,-14649060.457500001,210885,-13125899.464999996,195321,-12133350.249999998,184442,-1287559.9274999998,19040,-39908310.1725,-6694404.486
8.0,1,20,0.25,0.8,-13184507.000000002,235379,-13975817.100000003,236025,-12421908.95,229408,-1382527.825,23422,-39582233.050000004,-6697725.26125
8.0,3,20,0.25,0.8,-13279070.374999996,235279,-14000237.2,235925,-12677459.225,229308,-1388606.625,23322,-39956766.8,-6757248.663749999
8.0,1,10,0.75,1.0,-15318714.1875,116804,-14798235.9375,113535,-9472975.125,102982,-1522781.625,11349,-39589925.25,-6776018.681249999
8.0,1,12,0.5,1.0,-14547916.75,150403,-13980573.625,145927,-10967170.0,139947,-1550712.125,15290,-39495660.375,-6777240.725
8.0,2,10,0.75,0.8,-14420339.25,116754,-13849396.275000002,113485,-11668103.100000001,102932,-1437284.85,11299,-39937838.625,-6781182.46125
8.0,3,12,0.5,1.0,-14536526.75,150303,-13945000.625,145827,-11619815.5,139847,-1532262.75,15190,-40101342.875,-6857945.943750001
8.0,2,20,0.25,0.8,-13414400.749999998,235329,-13952023.025000002,235975,-13546449.099999998,229358,-1389019.85,23372,-40912872.875,-6900891.84875
8.0,1,16,0.35,0.4,-14351335.18,221944,-14477688.365000002,219249,-12164603.989999998,210557,-1390872.875,21434,-40993627.535,-6914024.211499999
8.0,3,10,0.75,1.0,-15295235.25,116704,-14807441.0625,113435,-10391941.875,102882,-1539638.625,11249,-40494618.1875,-6920993.971875
8.0,1,14,0.35,0.8,-15485928.045,210935,-14179175.674999999,195371,-11509184.26,184492,-1384018.72,19090,-41174287.98,-6937353.493000001
8.0,3,16,0.35,0.4,-14456115.94,221844,-14448046.549999995,219149,-12585317.78,210457,-1376268.355,21334,-41489480.269999996,-6980369.635749999
8.0,1,10,1.0,0.4,-16134096.8,116804,-15688395.6,113535,-8960018.299999999,102982,-1616576.5,11349,-40782510.699999996,-7006493.680000001
8.0,2,10,1.0,0.2,-14938246.25,116754,-14425019.05,113485,-11888830.950000001,102932,-1504218.2,11299,-41252096.25,-7015134.4475
8.0,3,14,0.35,0.8,-15594421.325000003,210835,-14128094.400000002,195271,-11975056.239999998,184392,-1385054.23,18990,-41697571.965,-7016415.621250001
8.0,2,12,0.5,1.0,-14691538.375,150353,-14025142.625,145877,-13171765.25,139897,-1553279.25,15240,-41888446.25,-7137570.524999999
8.0,2,16,0.35,0.4,-14649135.165,221894,-14455929.214999998,219199,-13747021.819999998,210507,-1379077.035,21384,-42852086.199999996,-7186305.299249999
8.0,1,20,0.25,1.0,-14151043.375,235379,-14984100.1875,236025,-13422140.5625,229408,-1482104.3125,23422,-42557284.125,-7198749.990625
8.0,3,10,1.0,0.4,-16106578.000000004,116704,-15704193.799999999,113435,-10189267.6,102882,-1642275.7000000002,11249,-42000039.400000006,-7203257.545000001
8.0,1,12,0.75,0.2,-15775157.024999999,150403,-15245191.687499998,145927,-10887144.9,139947,-1695018.0375,15290,-41907493.6125,-7218383.962499999
8.0,2,14,0.35,0.8,-15791657.734999998,210885,-14155613.044999998,195321,-13115547.375,184442,-1386579.495,19040,-43062818.154999994,-7222041.445499999
8.0,3,20,0.25,1.0,-14245174.0625,235279,-15008129.9375,235925,-13677228.1875,229308,-1487769.875,23322,-42930532.1875,-7257853.259375
8.0,1,20,0.35,0.2,-14398857.025,235379,-15331354.972499995,236025,-13189699.757499997,229408,-1517317.7075,23422,-42919911.754999995,-7272511.502374999
8.0,2,10,0.75,1.0,-15492557.4375,116754,-14859606.9375,113485,-12585263.0625,102932,-1540325.25,11299,-42937427.4375,-7287793.003125
8.0,3,12,0.75,0.2,-15762116.924999999,150303,-15195736.987499999,145827,-11870509.950000001,139847,-1670888.0250000001,15190,-42828363.8625,-7343242.993124999
8.0,3,20,0.35,0.2,-14533063.037500001,235279,-15367182.582499994,235925,-13549413.272499997,229308,-1527563.625,23322,-43449658.8925,-7357608.827624998
8.0,2,20,0.25,1.0,-14380732.3125,235329,-14960117.875,235975,-14546432.5,229358,-1488403.4375,23372,-43887282.6875,-7401714.293749999
8.0,1,14,0.35,1.0,-16628808.4375,210935,-15209128.2875,195371,-12491654.35,184492,-1483280.1375,19090,-44329591.075,-7465242.7368749995
8.0,1,16,0.35,0.6,-15590354.919999998,221944,-15705153.5725,219249,-13360173.609999998,210557,-1507825.9874999998,21434,-44655682.1025,-7527656.608499999
8.0,3,14,0.35,1.0,-16736743.099999998,210835,-15157548.699999994,195271,-12956978.737500003,184392,-1483840.4,18990,-44851270.537499994,-7543802.800624998
8.0,2,20,0.35,0.2,-14721568.487499999,235329,-15298833.864999998,235975,-14765098.459999997,229358,-1527216.7224999997,23372,-44785500.8125,-7557794.319249999
8.0,3,16,0.35,0.6,-15694583.747499993,221844,-15674978.9,219149,-13780314.345000003,210457,-1492725.3074999999,21334,-45149876.99249999,-7593480.4679999985
8.0,1,14,0.5,0.2,-17224695.525,210935,-15841882.624999996,195371,-12231105.699999997,184492,-1551763.5250000004,19090,-45297683.849999994,-7648122.5162499985
8.0,1,10,1.0,0.6,-17564381.95,116804,-17035924.15,113535,-10183556.700000001,102982,-1754509.4999999995,11349,-44783862.8,-7682559.645
8.0,2,10,1.0,0.4,-16367870.500000002,116754,-15771966.599999998,113485,-13111710.899999999,102932,-1641605.4,11299,-45251548.0,-7690615.17
8.0,2,14,0.35,1.0,-16934255.012500003,210885,-15185326.624999998,195321,-14097744.499999998,184442,-1485599.0624999998,19040,-46217326.1375,-7749678.405
8.0,2,12,0.75,0.2,-15992618.812500004,150353,-15313892.5875,145877,-14196194.475000001,139897,-1700739.975,15240,-45502705.87500001,-7760812.867500002
8.0,3,14,0.5,0.2,-17382079.999999996,210835,-15771045.000000002,195271,-12898983.925,184392,-1555279.5999999999,18990,-46052108.925,-7763220.118749999
8.0,2,16,0.35,0.6,-15887885.0725,221894,-15683136.122499997,219199,-14942299.242500002,210507,-1495782.6275,21384,-46513320.4375,-7799678.510749999
8.0,3,10,1.0,0.6,-17535601.0,116704,-17050547.45,113435,-11411485.9,102882,-1779134.2999999998,11249,-45997634.35,-7878169.017499999
8.0,1,12,0.75,0.4,-17286836.55,150403,-16676608.875,145927,-12278047.425000003,139947,-1852780.575,15290,-46241492.85,-7955253.24375
8.0,1,20,0.35,0.4,-15752007.950000005,235379,-16742951.294999994,236025,-14590024.014999999,229408,-1656724.79,23422,-47084983.26,-7973946.1235
8.0,2,14,0.5,0.2,-17662665.575,210885,-15809246.15,195321,-14527080.000000002,184442,-1556458.2750000001,19040,-47998991.725,-8055900.81
8.0,3,20,0.35,0.4,-15885608.199999997,235279,-16778232.415,235925,-14949089.819999997,229308,-1666392.1749999998,23322,-47612930.43499999,-8058455.261499999
