threshold,hold,spread_max,size_scale,taker_frac,day2_pnl,day2_trades,day3_pnl,day3_trades,day4_pnl,day4_trades,day3_10pct_pnl,day3_10pct_trades,total_3days,score
8.0,3,12,0.75,0.4,-17272785.225,150303,-16626177.975000001,145827,-13260313.275000002,139847,-1827764.5499999998,15190,-47159276.47500001,-8079161.97375
8.0,1,16,0.35,0.8,-16829374.66,221944,-16932618.779999997,219249,-14555743.230000002,210557,-1624779.0999999999,21434,-48317736.67,-8141289.0055
8.0,3,16,0.35,0.8,-16933051.554999996,221844,-16901911.249999996,219149,-14975310.909999998,210457,-1609182.2600000002,21334,-48810273.71499999,-8206591.3002499975
8.0,2,20,0.35,0.4,-16074432.674999999,235329,-16710166.654999997,235975,-16165075.22,229358,-1666353.7449999999,23372,-48949674.55,-8258945.742249999
8.0,1,10,1.0,0.8,-18994667.1,116804,-18383452.7,113535,-11407095.100000001,102982,-1892442.5,11349,-48785214.9,-8358625.609999999
8.0,2,10,1.0,0.6,-17797494.749999996,116754,-17118914.150000002,113485,-14334590.850000001,102932,-1778992.6,11299,-49250999.75,-8366095.8925
8.0,1,14,0.5,0.4,-18857381.800000004,210935,-17313243.5,195371,-13634634.399999999,184492,-1693565.55,19090,-49805259.7,-8402250.0075
8.0,2,16,0.35,0.8,-17126634.979999997,221894,-16910343.03,219199,-16137576.664999995,210507,-1612488.22,21384,-50174554.675,-8413051.72225
8.0,2,12,0.75,0.4,-17503791.0,150353,-16744847.925,145877,-15586557.825000003,139897,-1858034.7000000002,15240,-49835196.75,-8497198.5975
8.0,3,14,0.5,0.4,-19013968.25,210835,-17241693.999999996,195271,-14301730.350000001,184392,-1696402.7,18990,-50557392.6,-8516630.375
8.0,3,10,1.0,0.8,-18964624.0,116704,-18396901.1,113435,-12633704.2,102882,-1915992.9000000001,11249,-49995229.3,-8553080.49
8.0,1,20,0.35,0.6,-17105158.875,235379,-18154547.617500003,236025,-15990348.2725,229408,-1796131.8725,23422,-51250054.76500001,-8675380.744625
8.0,1,12,0.75,0.6,-18798516.074999996,150403,-18108026.062499996,145927,-13668949.949999997,139947,-2010543.1125,15290,-50575492.08749998,-8692122.524999999
8.0,1,16,0.35,1.0,-18068394.400000002,221944,-18160083.987500004,219249,-15751312.85,210557,-1741732.2125,21434,-51979791.237500004,-8754921.4025
8.0,3,20,0.35,0.6,-17238153.3625,235279,-18189282.2475,235925,-16348766.367499994,229308,-1805220.725,23322,-51776201.97749999,-8759301.695375
8.0,2,14,0.5,0.4,-19294947.400000002,210885,-17280265.549999997,195321,-15930218.749999996,184442,-1697914.8,19040,-52505431.7,-8809667.895
8.0,3,12,0.75,0.6,-18783453.525,150303,-18056618.9625,145827,-14650116.600000001,139847,-1984641.0750000002,15190,-51490189.0875,-8815080.954375
8.0,3,16,0.35,1.0,-18171519.3625,221844,-18128843.599999994,219149,-16170307.475000001,210457,-1725639.2125,21334,-52470670.43749999,-8819702.132499998
8.0,2,20,0.35,0.6,-17427296.862500004,235329,-18121499.445,235975,-17565051.979999997,229358,-1805490.7674999998,23372,-53113848.2875,-8960097.16525
8.0,1,16,0.5,0.2,-18731879.200000003,221944,-18928890.225,219249,-15670049.100000001,210557,-1819885.375,21434,-53330818.525000006,-9000559.735000001
8.0,2,16,0.35,1.0,-18365384.887499996,221894,-18137549.937499996,219199,-17332854.087500002,210507,-1729193.8125,21384,-53835788.912499994,-9026424.933749998
8.0,1,10,1.0,1.0,-20424952.25,116804,-19730981.25,113535,-12630633.5,102982,-2030375.5,11349,-52786567.0,-9034691.575
8.0,2,10,1.0,0.8,-19227119.0,116754,-18465861.7,113485,-15557470.8,102932,-1916379.8000000003,11299,-53250451.5,-9041576.615
8.0,3,16,0.5,0.2,-18882354.474999998,221844,-18887306.0,219149,-16271887.449999997,210457,-1799730.575,21334,-54041547.92499999,-9096084.004999999
8.0,1,14,0.5,0.6,-20490068.075,210935,-18784604.375000004,195371,-15038163.100000001,184492,-1835367.575,19090,-54312835.550000004,-9156377.49875
8.0,3,10,1.0,1.0,-20393647.0,116704,-19743254.75,113435,-13855922.5,102882,-2052851.5,11249,-53992824.25,-9227991.9625
8.0,2,12,0.75,0.6,-19014963.1875,150353,-18175803.2625,145877,-16976921.174999997,139897,-2015329.4249999998,15240,-54167687.625,-9233584.3275
8.0,3,14,0.5,0.6,-20645856.5,210835,-18712343.000000004,195271,-15704476.774999997,184392,-1837525.7999999998,18990,-55062676.275,-9270040.63125
8.0,1,20,0.35,0.8,-18458309.799999997,235379,-19566143.939999998,236025,-17390672.529999997,229408,-1935538.9549999998,23422,-55415126.269999996,-9376815.365749998
8.0,2,16,0.5,0.2,-19157693.225000005,221894,-18898174.725,219199,-17931063.424999997,210507,-1803387.775,21384,-55986931.375,-9389902.9825
8.0,1,12,0.75,0.8,-20310195.6,150403,-19539443.25,145927,-15059852.474999998,139947,-2168305.65,15290,-54909491.325,-9428991.80625
8.0,3,20,0.35,0.8,-18590698.525,235279,-19600332.080000002,235925,-17748442.915,229308,-1944049.275,23322,-55939473.52,-9460148.12925
8.0,3,12,0.75,0.8,-20294121.825,150303,-19487059.950000003,145827,-16039919.925,139847,-2141517.5999999996,15190,-55821101.7,-9550999.934999999
8.0,2,14,0.5,0.6,-20927229.224999998,210885,-18751284.950000003,195321,-17333357.500000004,184442,-1839371.325,19040,-57011871.675,-9563434.98
8.0,1,12,1.0,0.2,-21033542.7,150403,-20326922.250000004,145927,-14516193.2,139947,-2260024.0500000003,15290,-55876658.150000006,-9624511.950000001
8.0,2,20,0.35,0.8,-18780161.049999997,235329,-19532832.235000003,235975,-18965028.74,229358,-1944627.79,23372,-57278022.02499999,-9661248.58825
8.0,2,10,1.0,1.0,-20656743.25,116754,-19812809.25,113485,-16780350.75,102932,-2053767.0,11299,-57249903.25,-9717057.337499999
8.0,3,12,1.0,0.2,-21016155.900000002,150303,-20260982.65,145827,-15827346.6,139847,-2227850.7,15190,-57104485.15,-9790990.6575
8.0,1,16,0.5,0.4,-20501907.399999995,221944,-20682411.950000007,219249,-17378005.7,210557,-1986961.25,21434,-58562325.05,-9877177.445
8.0,1,14,0.5,0.8,-22122754.35,210935,-20255965.250000007,195371,-16441691.8,184492,-1977169.6,19090,-58820411.400000006,-9910504.99
8.0,2,12,0.75,0.8,-20526135.374999996,150353,-19606758.599999998,145877,-18367284.525000002,139897,-2172624.1500000004,15240,-58500178.5,-9969970.0575
8.0,3,16,0.5,0.4,-20651594.200000003,221844,-20640066.500000004,219149,-17979025.400000002,210457,-1966097.65,21334,-59270686.10000001,-9971956.6225
8.0,3,14,0.5,0.8,-22277744.75,210835,-20182991.999999996,195271,-17107223.2,184392,-1978648.9000000001,18990,-59567959.95,-10023450.8875
8.0,1,20,0.35,1.0,-19811460.725000005,235379,-20977740.2625,236025,-18790996.787499998,229408,-2074946.0374999996,23422,-59580197.775000006,-10078249.986875
8.0,3,20,0.35,1.0,-19943243.687499996,235279,-21011381.9125,235925,-19148119.462500002,229308,-2082877.8249999997,23322,-60102745.0625,-10160994.563125
8.0,1,12,0.75,1.0,-21821875.125,150403,-20970860.4375,145927,-16450755.0,139947,-2326068.1875,15290,-59243490.5625,-10165861.087499999
8.0,2,16,0.5,0.4,-20927335.950000003,221894,-20651327.45,219199,-19638602.6,210507,-1970110.05,21384,-61217266.00000001,-10266150.4275
8.0,3,12,0.75,1.0,-21804790.125,150303,-20917500.9375,145827,-17429723.25,139847,-2298394.125,15190,-60152014.3125,-10286918.915624999
8.0,2,14,0.5,0.8,-22559511.05,210885,-20222304.35,195321,-18736496.25,184442,-1980827.85,19040,-61518311.650000006,-10317202.065000001
8.0,2,12,1.0,0.2,-21323491.749999996,150353,-20418523.45,145877,-18928259.299999997,139897,-2267653.3,15240,-60670274.49999999,-10347750.489999998
8.0,2,20,0.35,1.0,-20133025.23749999,235329,-20944165.025,235975,-20365005.500000004,229358,-2083764.8125,23372,-61442195.76249999,-10362400.011249999
8.0,1,20,0.5,0.2,-20569795.749999996,235379,-21901935.674999997,236025,-18842428.225,229408,-2167596.725,23422,-61314159.65,-10389302.146249998
8.0,3,20,0.5,0.2,-20761518.625,235279,-21953117.974999998,235925,-19356304.675,229308,-2182233.75,23322,-62070941.27499999,-10510869.753749998
8.0,1,12,1.0,0.4,-23049115.4,150403,-22235478.5,145927,-16370729.9,139947,-2470374.1,15290,-61655323.8,-10607004.325
8.0,1,14,0.5,1.0,-23755440.625,210935,-21727326.125,195371,-17845220.5,184492,-2118971.625,19090,-63327987.25,-10664632.48125
8.0,2,12,0.75,1.0,-22037307.5625,150353,-21037713.9375,145877,-19757647.875,139897,-2329918.875,15240,-62832669.375,-10706355.7875
8.0,1,16,0.5,0.6,-22271935.6,221944,-22435933.674999997,219249,-19085962.3,210557,-2154037.125,21434,-63793831.575,-10753795.155000001
8.0,3,12,1.0,0.4,-23030380.3,150303,-22168237.299999997,145827,-17680417.7,139847,-2437019.4000000004,15190,-62879035.3,-10772215.964999998
8.0,3,14,0.5,1.0,-23909633.0,210835,-21653641.0,195271,-18509969.625,184392,-2119772.0,18990,-64073243.625,-10776861.143749999
8.0,2,20,0.5,0.2,-21030812.125,235329,-21855476.95,235975,-21092997.8,229358,-2181738.1750000003,23372,-63979286.875,-10796849.0275
8.0,3,16,0.5,0.6,-22420833.925,221844,-22392826.999999996,219149,-19686163.349999998,210457,-2132464.725,21334,-64499824.27499999,-10847829.239999998
8.0,2,14,0.5,1.0,-24191792.875,210885,-21693323.75,195321,-20139635.0,184442,-2122284.375,19040,-66024751.625,-11070969.15
8.0,2,16,0.5,0.6,-22696978.674999993,221894,-22404480.174999997,219199,-21346141.775,210507,-2136832.325,21384,-66447600.62499999,-11142397.872499999
8.0,2,12,1.0,0.4,-23338388.000000004,150353,-22326463.9,145877,-20782077.099999998,139897,-2477379.6,15240,-66446929.0,-11329598.129999999
8.0,1,20,0.5,0.4,-22502868.500000004,235379,-23918501.85,236025,-20842891.449999996,229408,-2366749.7,23422,-67264261.80000001,-11391351.605
8.0,1,14,0.75,0.2,-25837043.287500005,210935,-23762823.9375,195371,-18346658.55,184492,-2327645.2875,19090,-67946525.775,-11472183.774375001
8.0,3,20,0.5,0.4,-22693726.0,235279,-23968903.450000003,235925,-21355842.599999998,229308,-2380560.25,23322,-68018472.05,-11512078.945
8.0,1,12,1.0,0.6,-25064688.100000005,150403,-24144034.75,145927,-18225266.6,139947,-2680724.15,15290,-67433989.45000002,-11589496.700000001
8.0,1,16,0.5,0.8,-24041963.799999993,221944,-24189455.400000002,219249,-20793918.900000002,210557,-2321113.0,21434,-69025338.1,-11630412.865
8.0,3,14,0.75,0.2,-26073119.999999996,210835,-23656567.499999996,195271,-19348475.887500003,184392,-2332919.4,18990,-69078163.38749999,-11644830.178124998
8.0,3,16,0.5,0.8,-24190073.649999995,221844,-24145587.5,219149,-21393301.299999997,210457,-2298831.8,21334,-69728962.44999999,-11723701.857499998
8.0,3,12,1.0,0.6,-25044604.700000003,150303,-24075491.950000003,145827,-19533488.8,139847,-2646188.0999999996,15190,-68653585.45,-11753441.2725
8.0,2,20,0.5,0.4,-22963475.249999996,235329,-23871666.650000002,235975,-23092964.599999998,229358,-2380505.3499999996,23372,-69928106.5,-11798493.917499999
8.0,2,16,0.5,0.8,-24466621.400000002,221894,-24157632.900000002,219199,-23053680.95,210507,-2303554.6,21384,-71677935.25,-12018645.3175
8.0,2,14,0.75,0.2,-26493998.3625,210885,-23713869.225,195321,-21790619.999999996,184442,-2334687.4125,19040,-71998487.5875,-12083851.215
8.0,2,12,1.0,0.6,-25353284.249999996,150353,-24234404.35,145877,-22635894.900000006,139897,-2687105.9,15240,-72223583.5,-12311445.770000001
8.0,1,20,0.5,0.6,-24435941.249999996,235379,-25935068.024999995,236025,-22843354.675000004,229408,-2565902.675,23422,-73214363.94999999,-12393401.063749999
8.0,1,16,0.5,1.0,-25811992.0,221944,-25942977.125,219249,-22501875.5,210557,-2488188.875,21434,-74256844.625,-12507030.575
8.0,3,20,0.5,0.6,-24625933.375,235279,-25984688.924999997,235925,-23355380.525000002,229308,-2578886.75,23322,-73966002.825,-12513288.13625
8.0,1,12,1.0,0.8,-27080260.8,150403,-26052590.999999996,145927,-20079803.299999997,139947,-2891074.1999999997,15290,-73212655.1,-12571989.074999997
8.0,3,16,0.5,1.0,-25959313.375,221844,-25898348.0,219149,-23100439.25,210457,-2465198.875,21334,-74958100.625,-12599574.474999998
8.0,1,14,0.75,0.4,-28286072.700000003,210935,-25969865.250000007,195371,-20451951.6,184492,-2540348.3249999997,19090,-74707889.55000001,-12603375.011250002
8.0,3,12,1.0,0.8,-27058829.099999998,150303,-25982746.599999998,145827,-21386559.9,139847,-2855356.8000000003,15190,-74428135.6,-12734666.579999998
8.0,3,14,0.75,0.4,-28520952.375000004,210835,-25862541.0,195271,-21452595.524999995,184392,-2544604.0500000003,18990,-75836088.89999999,-12774945.5625
8.0,2,20,0.5,0.6,-24896138.375,235329,-25887856.349999994,235975,-25092931.400000006,229358,-2579272.5250000004,23372,-75876926.125,-12800138.807500001
8.0,2,16,0.5,1.0,-26236264.125,221894,-25910785.625,219199,-24761220.125,210507,-2470276.875,21384,-76908269.875,-12894892.7625
8.0,2,14,0.75,0.4,-28942421.099999998,210885,-25920398.325,195321,-23895328.125,184442,-2546872.1999999997,19040,-78758147.55,-13214501.8425
8.0,2,12,1.0,0.8,-27368180.500000007,150353,-26142344.8,145877,-24489712.700000003,139897,-2896832.2,15240,-78000238.00000001,-13293293.41
8.0,1,20,0.5,0.8,-26369014.000000004,235379,-27951634.200000007,236025,-24843817.9,229408,-2765055.65,23422,-79164466.10000001,-13395450.5225
8.0,1,16,0.75,0.2,-28097818.799999993,221944,-28393335.3375,219249,-23505073.650000002,210557,-2729828.0625,21434,-79996227.7875,-13500839.6025
8.0,3,20,0.5,0.8,-26558140.749999993,235279,-28000474.4,235925,-25354918.45,229308,-2777213.25,23322,-79913533.6,-13514497.327499999
8.0,1,12,1.0,1.0,-29095833.5,150403,-27961147.25,145927,-21934340.0,139947,-3101424.25,15290,-78991320.75,-13554481.45
8.0,3,16,0.75,0.2,-28323531.712499995,221844,-28330959.0,219149,-24407831.174999997,210457,-2699595.8625,21334,-81062321.88749999,-13644126.007499998
8.0,3,12,1.0,1.0,-29073053.5,150303,-27890001.25,145827,-23239631.0,139847,-3064525.5,15190,-80202685.75,-13715891.887500001
8.0,1,14,0.75,0.6,-30735102.112499997,210935,-28176906.562499993,195371,-22557244.650000002,184492,-2753051.3625000003,19090,-81469253.32499999,-13734566.248125
8.0,2,20,0.5,0.8,-26828801.499999996,235329,-27904046.050000004,235975,-27092898.199999996,229358,-2778039.7,23372,-81825745.75,-13801783.6975
8.0,3,14,0.75,0.6,-30968784.749999996,210835,-28068514.500000004,195271,-23556715.162500005,184392,-2756288.6999999997,18990,-82594014.41250001,-13905060.946875
8.0,2,16,0.75,0.2,-28736539.8375,221894,-28347262.087500006,219199,-26896595.1375,210507,-2705081.6625,21384,-83980397.0625,-14084854.473749999
8.0,2,12,1.0,1.0,-29383076.75,150353,-28050285.25,145877,-26343530.5,139897,-3106558.5,15240,-83776892.5,-14275141.049999999
8.0,2,14,0.75,0.6,-31390843.837500002,210885,-28126927.425,195321,-26000036.25,184442,-2759056.9875000003,19040,-85517807.5125,-14345152.47
8.0,1,20,0.5,1.0,-28302086.75,235379,-29968200.375,236025,-26844281.125,229408,-2964208.625,23422,-85114568.25,-14397499.98125
8.0,3,20,0.5,1.0,-28490348.125,235279,-30016259.875,235925,-27354456.375,229308,-2975539.75,23322,-85861064.375,-14515706.51875
8.0,2,20,0.5,1.0,-28761464.625,235329,-29920235.75,235975,-29092865.0,229358,-2976806.875,23372,-87774565.375,-14803428.587499999
8.0,1,16,0.75,0.4,-30752861.099999994,221944,-31023617.925,219249,-26067008.549999997,210557,-2980441.875,21434,-87843487.57499999,-14815766.167499997
8.0,1,14,0.75,0.8,-33184131.524999995,210935,-30383947.875000004,195371,-24662537.7,184492,-2965754.4,19090,-88230617.1,-14865757.484999998
8.0,3,16,0.75,0.4,-30977391.3,221844,-30960099.749999996,219149,-26968538.1,210457,-2949146.475,21334,-88906029.15,-14957934.93375
8.0,3,14,0.75,0.8,-33416617.125000004,210835,-30274488.000000004,195271,-25660834.799999997,184392,-2967973.35,18990,-89351939.92500001,-15035176.33125
8.0,1,14,1.0,0.2,-34449391.05,210935,-31683765.249999993,195371,-24462211.399999995,184492,-3103527.0500000007,19090,-90595367.69999999,-15296245.032499997
8.0,2,16,0.75,0.4,-31391003.924999997,221894,-30976991.174999993,219199,-29457903.900000002,210507,-2955165.075,21384,-91825899.0,-15399225.64125
8.0,2,14,0.75,0.8,-33839266.574999996,210885,-30333456.525000002,195321,-28104744.375000004,184442,-2971241.775,19040,-92277467.475,-15475803.0975
8.0,3,14,1.0,0.2,-34764159.99999999,210835,-31542090.000000004,195271,-25797967.85,184392,-3110559.1999999997,18990,-92104217.85,-15526440.237499999
8.0,1,20,0.75,0.2,-30854693.625000007,235379,-32852903.512500007,236025,-28263642.3375,229408,-3251395.0875000004,23422,-91971239.47500002,-15583953.219375003
8.0,3,20,0.75,0.2,-31142277.937499993,235279,-32929676.9625,235925,-29034457.01249999,229308,-3273350.625,23322,-93106411.91249998,-15766304.630624998
8.0,1,14,0.75,1.0,-35633160.9375,210935,-32590989.1875,195371,-26767830.75,184492,-3178457.4375,19090,-94991980.875,-15996948.721875
8.0,2,14,1.0,0.2,-35325331.15,210885,-31618492.3,195321,-29054160.000000004,184442,-3112916.5500000003,19040,-95997983.45,-16111801.62
8.0,1,16,0.75,0.6,-33407903.400000006,221944,-33653900.5125,219249,-28628943.450000003,210557,-3231055.6875,21434,-95690747.36250001,-16130692.7325
8.0,3,14,0.75,1.0,-35864449.5,210835,-32480461.5,195271,-27764954.4375,184392,-3179658.0,18990,-96109865.4375,-16165291.715625001
8.0,2,20,0.75,0.2,-31546218.187499996,235329,-32783215.425000004,235975,-31639496.699999996,229358,-3272607.2625,23372,-95968930.3125,-16195273.54125
8.0,3,16,0.75,0.6,-33631250.8875,221844,-33589240.5,219149,-29529245.024999995,210457,-3198697.0875,21334,-96749736.4125,-16271743.86
8.0,2,14,0.75,1.0,-36287689.3125,210885,-32539985.625,195321,-30209452.5,184442,-3183426.5625,19040,-99037127.4375,-16606453.725
8.0,2,16,0.75,0.6,-34045468.0125,221894,-33606720.2625,219199,-32019212.662499998,210507,-3205248.4875,21384,-99671400.9375,-16713596.80875
8.0,1,14,1.0,0.4,-37714763.60000001,210935,-34626487.0,195371,-27269268.799999997,184492,-3387131.1,19090,-99610519.4,-16804500.015
8.0,3,14,1.0,0.4,-38027936.5,210835,-34483387.99999999,195271,-28603460.700000003,184392,-3392805.4,18990,-101114785.2,-17033260.75
8.0,1,20,0.75,0.4,-33754302.74999999,235379,-35877752.775,236025,-31264337.175,229408,-3550124.5500000003,23422,-100896392.69999999,-17087027.4075
8.0,3,20,0.75,0.4,-34040589.0,235279,-35953355.175,235925,-32033763.9,229308,-3570840.375,23322,-102027708.07499999,-17268118.4175
8.0,1,16,0.75,0.8,-36062945.70000001,221944,-36284183.099999994,219249,-31190878.35,210557,-3481669.5,21434,-103538007.15,-17445619.297500003
8.0,3,16,0.75,0.8,-36285110.475,221844,-36218381.25,219149,-32089951.95,210457,-3448247.7,21334,-104593443.675,-17585552.78625
8.0,2,14,1.0,0.4,-38589894.800000004,210885,-34560531.099999994,195321,-31860437.499999993,184442,-3395829.6,19040,-105010863.4,-17619335.79
8.0,2,20,0.75,0.4,-34445212.875,235329,-35807499.974999994,235975,-34639446.9,229358,-3570758.0250000004,23372,-104892159.75,-17697740.87625
8.0,1,16,1.0,0.2,-37463758.400000006,221944,-37857780.45,219249,-31340098.200000003,210557,-3639770.75,21434,-106661637.05000001,-18001119.470000003
8.0,2,16,0.75,0.8,-36699932.099999994,221894,-36236449.349999994,219199,-34580521.425000004,210507,-3455331.9,21384,-107516902.875,-18027967.976249997
8.0,3,16,1.0,0.2,-37764708.949999996,221844,-37774612.0,219149,-32543774.899999995,210457,-3599461.15,21334,-108083095.84999998,-18192168.009999998
8.0,1,14,1.0,0.6,-40980136.15,210935,-37569208.75000001,195371,-30076326.200000003,184492,-3670735.15,19090,-108625671.10000001,-18312754.9975
8.0,3,14,1.0,0.6,-41291713.0,210835,-37424686.00000001,195271,-31408953.549999993,184392,-3675051.5999999996,18990,-110125352.55,-18540081.2625
8.0,1,20,0.75,0.6,-36653911.875,235379,-38902602.0375,236025,-34265032.0125,229408,-3848854.0124999997,23422,-109821545.925,-18590101.595625
8.0,1,16,0.75,1.0,-38717988.0,221944,-38914465.6875,219249,-33752813.25,210557,-3732283.3125,21434,-111385266.9375,-18760545.8625
8.0,3,20,0.75,0.6,-36938900.0625,235279,-38977033.3875,235925,-35033070.78750001,229308,-3868330.125,23322,-110949004.23750001,-18769932.204375
8.0,2,16,1.0,0.2,-38315386.45000001,221894,-37796349.45,219199,-35862126.849999994,210507,-3606775.55,21384,-111973862.75,-18779805.965
8.0,3,16,0.75,1.0,-38938970.0625,221844,-38847522.0,219149,-34650658.875,210457,-3697798.3125,21334,-112437150.9375,-18899361.7125
8.0,2,14,1.0,0.6,-41854458.449999996,210885,-37502569.900000006,195321,-34666715.00000001,184442,-3678742.65,19040,-114023743.35,-19126869.96
8.0,2,20,0.75,0.6,-37344207.5625,235329,-38831784.525000006,235975,-37639397.1,229358,-3868908.7874999996,23372,-113815389.1875,-19200208.21125
8.0,2,16,0.75,1.0,-39354396.1875,221894,-38866178.4375,219199,-37141830.1875,210507,-3705415.3125,21384,-115362404.8125,-19342339.14375
8.0,1,16,1.0,0.4,-41003814.79999999,221944,-41364823.90000001,219249,-34756011.4,210557,-3973922.5,21434,-117124650.1,-19754354.89
8.0,1,14,1.0,0.8,-44245508.7,210935,-40511930.500000015,195371,-32883383.6,184492,-3954339.2,19090,-117640822.80000001,-19821009.98
8.0,3,16,1.0,0.4,-41303188.400000006,221844,-41280133.00000001,219149,-35958050.800000004,210457,-3932195.3,21334,-118541372.20000002,-19943913.245
8.0,3,14,1.0,0.8,-44555489.5,210835,-40365983.99999999,195271,-34214446.4,184392,-3957297.8000000003,18990,-119135919.9,-20046901.775
8.0,1,20,0.75,0.8,-39553520.99999999,235379,-41927451.300000004,236025,-37265726.85000001,229408,-4147583.475,23422,-118746699.15,-20093175.78375
8.0,3,20,0.75,0.8,-39837211.125,235279,-42000711.6,235925,-38032377.67500001,229308,-4165819.875,23322,-119870300.4,-20271745.99125
8.0,2,16,1.0,0.4,-41854671.900000006,221894,-41302654.9,219199,-39277205.2,210507,-3940220.1,21384,-122434532.00000001,-20532300.855
8.0,2,14,1.0,0.8,-45119022.1,210885,-40444608.7,195321,-37472992.5,184442,-3961655.7,19040,-123036623.30000001,-20634404.130000003
8.0,2,20,0.75,0.8,-40243202.25000001,235329,-41856069.074999996,235975,-40639347.300000004,229358,-4167059.55,23372,-122738618.625,-20702675.54625
8.0,1,20,1.0,0.2,-41139591.49999999,235379,-43803871.349999994,236025,-37684856.45,229408,-4335193.45,23422,-122628319.3,-20778604.292499997
8.0,3,20,1.0,0.2,-41523037.25,235279,-43906235.949999996,235925,-38712609.35,229308,-4364467.5,23322,-124141882.54999998,-21021739.507499997
8.0,1,14,1.0,1.0,-47510881.25,210935,-43454652.25,195371,-35690441.0,184492,-4237943.25,19090,-126655974.5,-21329264.9625
8.0,1,16,1.0,0.6,-44543871.2,221944,-44871867.349999994,219249,-38171924.6,210557,-4308074.25,21434,-127587663.15,-21507590.310000002
8.0,3,14,1.0,1.0,-47819266.0,210835,-43307282.0,195271,-37019939.25,184392,-4239544.0,18990,-128146487.25,-21553722.287499998
8.0,2,20,1.0,0.2,-42061624.25,235329,-43710953.9,235975,-42185995.6,229358,-4363476.350000001,23372,-127958573.75,-21593698.055
8.0,1,20,0.75,1.0,-42453130.125,235379,-44952300.5625,236025,-40266421.6875,229408,-4446312.9375,23422,-127671852.375,-21596249.971875
8.0,3,16,1.0,0.6,-44841667.85,221844,-44785653.99999999,219149,-39372326.699999996,210457,-4264929.45,21334,-128999648.54999998,-21695658.479999997
8.0,3,20,0.75,1.0,-42735522.1875,235279,-45024389.8125,235925,-41031684.5625,229308,-4463309.625,23322,-128791596.5625,-21773559.778125
8.0,2,14,1.0,1.0,-48383585.75,210885,-43386647.5,195321,-40279270.0,184442,-4244568.75,19040,-132049503.25,-22141938.3
8.0,2,20,0.75,1.0,-43142196.9375,235329,-44880353.625,235975,-43639297.5,229358,-4465210.3125,23372,-131661848.0625,-22205142.881249998
8.0,2,16,1.0,0.6,-45393957.34999999,221894,-44808960.349999994,219199,-42692283.55,210507,-4273664.65,21384,-132895201.24999999,-22284795.744999997
8.0,1,20,1.0,0.4,-45005737.00000001,235379,-47837003.7,236025,-41685782.89999999,229408,-4733499.4,23422,-134528523.60000002,-22782703.21
8.0,3,20,1.0,0.4,-45387452.0,235279,-47937806.900000006,235925,-42711685.199999996,229308,-4761120.5,23322,-136036944.1,-23024157.89
8.0,1,16,1.0,0.8,-48083927.59999999,221944,-48378910.800000004,219249,-41587837.800000004,210557,-4642226.0,21434,-138050676.2,-23260825.73
8.0,3,16,1.0,0.8,-48380147.29999999,221844,-48291175.0,219149,-42786602.599999994,210457,-4597663.6,21334,-139457924.89999998,-23447403.714999996
8.0,2,20,1.0,0.4,-45926950.49999999,235329,-47743333.300000004,235975,-46185929.199999996,229358,-4761010.699999999,23372,-139856213.0,-23596987.834999997
8.0,2,16,1.0,0.8,-48933242.800000004,221894,-48315265.800000004,219199,-46107361.9,210507,-4607109.2,21384,-143355870.5,-24037290.635
8.0,1,20,1.0,0.6,-48871882.49999999,235379,-51870136.04999999,236025,-45686709.35000001,229408,-5131805.35,23422,-146428727.89999998,-24786802.127499998
8.0,1,16,1.0,1.0,-51623984.0,221944,-51885954.25,219249,-45003751.0,210557,-4976377.75,21434,-148513689.25,-25014061.15
8.0,3,20,1.0,0.6,-49251866.75,235279,-51969377.849999994,235925,-46710761.050000004,229308,-5157773.5,23322,-147932005.65,-25026576.2725
8.0,3,16,1.0,1.0,-51918626.75,221844,-51796696.0,219149,-46200878.5,210457,-4930397.75,21334,-149916201.25,-25199148.949999996
8.0,2,20,1.0,0.6,-49792276.75,235329,-51775712.69999999,235975,-50185862.80000001,229358,-5158545.050000001,23372,-151753852.25,-25600277.615000002
8.0,2,16,1.0,1.0,-52472528.25,221894,-51821571.25,219199,-49522440.25,210507,-4940553.75,21384,-153816539.75,-25789785.525
8.0,1,20,1.0,0.8,-52738028.00000001,235379,-55903268.40000001,236025,-49687635.8,229408,-5530111.3,23422,-158328932.20000002,-26790901.045
8.0,3,20,1.0,0.8,-53116281.499999985,235279,-56000948.8,235925,-50709836.9,229308,-5554426.5,23322,-159827067.2,-27028994.654999997
8.0,2,20,1.0,0.8,-53657602.99999999,235329,-55808092.10000001,235975,-54185796.39999999,229358,-5556079.4,23372,-163651491.5,-27603567.395
8.0,1,20,1.0,1.0,-56604173.5,235379,-59936400.75,236025,-53688562.25,229408,-5928417.25,23422,-170229136.5,-28794999.9625
8.0,3,20,1.0,1.0,-56980696.25,235279,-60032519.75,235925,-54708912.75,229308,-5951079.5,23322,-171722128.75,-29031413.0375
8.0,2,20,1.0,1.0,-57522929.25,235329,-59840471.5,235975,-58185730.0,229358,-5953613.75,23372,-175549130.75,-29606857.174999997
