session_id,final_pnl,max_drawdown,max_position_osmium,max_position_pepper,trades_osmium,trades_pepper
0,1405.300815578972,118.19832643182144,36,32,55,57
1,1777.9341942387982,103.38548226794956,44,52,74,50
2,1571.518704724076,100.49105281006177,47,37,61,56
3,1516.9712574702426,98.69947167170903,34,41,48,52
4,1814.3647042747052,124.21140195113549,38,38,70,53
5,753.1626334372268,147.4596661402975,39,38,56,38
6,1542.517885191035,102.51734803165891,37,31,62,45
7,1502.5815817432158,142.449526890603,45,49,56,42
8,1510.1467600944525,91.01394541033278,33,35,61,47
9,1199.8544626101502,157.19354595890036,56,48,62,44
10,769.1577168166405,94.9565405971698,33,35,49,39
11,1343.9376825768268,132.6815467421984,40,32,64,48
12,1142.837231945974,153.17812388570746,60,30,59,46
13,1658.4154514996408,107.74455371461227,49,35,63,48
14,1750.4374301873322,135.41411124791193,53,44,70,54
15,1977.0458645865147,102.11111402105598,45,34,76,48
16,1532.489851686063,111.5199753989582,35,27,43,47
17,1702.8857503662293,110.7449781679461,59,37,60,56
18,1016.6456329246303,147.31961636582855,41,32,54,40
19,1471.5708879685735,111.94507297883683,55,41,63,58
20,1211.8551975045848,153.6754784161094,51,45,57,49
21,1596.1795641963254,102.04022678933688,32,31,63,34
22,1159.9588341461495,93.9314951702545,49,22,74,36
23,1232.5773748696247,122.82531326216122,39,49,73,48
24,1486.7613891597866,93.89367572381889,30,47,64,42
25,1449.5860365572298,114.81164393877589,52,40,63,53
26,1726.55059687852,143.34626045195637,68,44,70,55
27,1550.5064054827035,116.2252432475434,50,25,57,57
28,1614.8394676217576,104.0363636824477,60,35,71,47
29,1412.6680477601258,139.41293666665297,39,37,65,48
30,1967.934128146182,116.2635907541844,69,39,60,61
31,1500.1215438324216,99.61919981911706,47,36,60,41
32,1069.6716295785664,125.10083104276055,49,29,76,44
33,1689.0863498064136,95.37087017107115,31,30,61,48
34,1268.6741453239847,187.94000061615952,39,29,63,41
35,1327.782125622507,123.31794688392256,53,40,66,45
36,1307.4419173224305,137.37378182669636,46,32,70,48
37,1448.6525316400875,180.23398547492252,50,30,71,49
38,1697.5394761261123,119.24171999579994,38,40,61,59
39,1090.135404260811,108.89804577711129,36,39,59,34
40,1750.3854332306073,210.2063996862853,46,27,62,54
41,1109.0455459229415,180.79080844567216,36,40,55,47
42,1475.3288574687613,139.85070029091003,39,28,52,45
43,1344.0332845616285,87.70354303110798,38,41,47,45
44,1534.6527489868022,71.38734669529367,37,43,58,51
45,1708.0206375088892,119.19866226585873,40,28,60,43
46,1293.6526770512864,114.3341403681552,42,34,60,57
47,1514.4938420357093,85.45474329829449,48,33,62,44
48,1610.5617172806305,129.7943434288827,65,41,59,51
49,1144.5446474383934,154.69807953425698,56,40,64,40
