name,category,final_pnl,pnl_osmium,pnl_pepper,max_drawdown,sharpe,sortino,calmar,trade_count
imc_day_-2,imc,5548.0,5548.0,0.0,1598821.0,0.00021529781177489398,0.00019879457636207568,0.003470056998250586,214
imc_day_-1,imc,6506.0,6506.0,0.0,1598921.0,0.0002883319693440463,0.0002638345112359053,0.00406899402784753,235
imc_day_0,imc,5477.0,5477.0,0.0,1599115.0,0.0002547740165386023,0.0002309440472168143,0.0034250194638909648,222
av_COFFEE_d0,real,136.0,136.0,0.0,7812.0,0.13745836848854665,0.27930167112851756,0.017409114183307733,46
av_COFFEE_d3,real,3577.0,3577.0,0.0,8096.0,0.782882088285878,1.5627570558371795,0.4418231225296443,104
av_COFFEE_d8,real,4635.0,4635.0,0.0,7849.0,0.9996973376071779,2.0560633282548397,0.5905210854885973,50
av_CORN_d11,real,-569.0,-569.0,0.0,7907.0,-0.07894692556032909,-0.1616810472668116,-0.07196155305425572,34
av_CORN_d6,real,5689.0,5689.0,0.0,7805.0,1.244540138095414,2.558947761347718,0.7288917360666239,31
av_COTTON_d1,real,-4560.0,-4560.0,0.0,7951.0,-0.921444888802593,-1.8819706189505128,-0.5735127656898503,41
av_COTTON_d4,real,3286.0,3286.0,0.0,7922.0,0.7677173425091105,1.5424021252368434,0.4147942438778086,21
av_COTTON_d9,real,9316.0,9316.0,0.0,7891.0,2.009201520796774,3.9570057385685424,1.1805854771258395,63
av_SUGAR_d2,real,1418.0,1418.0,0.0,7821.0,0.3586322975821283,0.7418530525551185,0.1813067382687636,25
av_SUGAR_d7,real,-241.0,-241.0,0.0,7772.0,0.09170868193111732,0.18790064356101385,-0.03100874935666495,20
av_WHEAT_d10,real,2295.0,2295.0,0.0,7841.0,0.5587428263520113,1.1340016401444637,0.29269225864047954,99
av_WHEAT_d5,real,5468.0,5468.0,0.0,7897.5,1.264962133616878,2.510944868109595,0.6923710034821146,46
yf_ADM_d0,real,244.0,244.0,0.0,7920.0,0.11030194918577985,0.22324565178010206,0.03080808080808081,46
yf_ADM_d13,real,3286.0,3286.0,0.0,7922.0,0.7677173425091105,1.5424021252368434,0.4147942438778086,21
yf_ADM_d5,real,5094.0,5094.0,0.0,7845.0,1.1401465190660973,2.3200766878964165,0.6493307839388145,22
yf_BGS_d0,real,136.0,136.0,0.0,7812.0,0.13745836848854665,0.27930167112851756,0.017409114183307733,46
yf_BGS_d13,real,2344.0,2344.0,0.0,7880.0,0.5311781476466968,1.0862113673393414,0.29746192893401013,106
yf_BGS_d5,real,4081.0,4081.0,0.0,7885.0,0.9142633005083479,1.8560699183181217,0.5175649968294229,17
yf_MKC_d0,real,465.0,465.0,0.0,7854.0,0.19050073316651886,0.38148150451029683,0.05920550038197097,97
yf_MKC_d13,real,2295.0,2295.0,0.0,7841.0,0.5587428263520113,1.1340016401444637,0.29269225864047954,99
yf_MKC_d5,real,5262.0,5262.0,0.0,7936.0,1.1371913660562831,2.3173140153768292,0.663054435483871,47
yf_ZC_F_d0,real,1737.0,1737.0,0.0,7785.0,0.3995810744019535,0.785260330245212,0.223121387283237,118
yf_ZC_F_d13,real,-351.0,-351.0,0.0,7761.0,0.04168375723295167,0.08646458243528059,-0.04522613065326633,20
yf_ZC_F_d5,real,259.0,259.0,0.0,7862.0,0.09410155624243094,0.1879850835197202,0.032943271432205545,43
yf_ZS_F_d0,real,2945.0,2945.0,0.0,7893.0,0.6558939440364493,1.3435788137723605,0.37311541872545295,58
yf_ZS_F_d13,real,-2066.0,-2066.0,0.0,7993.0,-0.32521221406132256,-0.6561121387713416,-0.2584761666458151,58
yf_ZS_F_d5,real,6805.0,6805.0,0.0,8150.0,1.4793735108459314,2.9642453706231833,0.8349693251533742,35
yf_ZW_F_d0,real,1513.0,1513.0,0.0,7838.5,0.3350915115157352,0.6568921108569447,0.1930216240352108,102
yf_ZW_F_d13,real,5843.0,5843.0,0.0,7806.0,1.4016106410387914,2.8669039511012797,0.7485267742761978,26
yf_ZW_F_d5,real,1418.0,1418.0,0.0,7821.0,0.3586322975821283,0.7418530525551185,0.1813067382687636,25
bear_normal_s0,scenario,165032.0,165032.0,0.0,3153.0,7.574012082264996,12.455049391891537,52.34126228988265,3041
bear_volatile_s0,scenario,217484.0,217484.0,0.0,8112.0,5.803913386071562,8.214268321723587,26.810157790927022,3012
bull_normal_s0,scenario,165032.0,165032.0,0.0,3153.0,7.574012082264996,12.455049391891537,52.34126228988265,3041
crash_normal_s0,scenario,165032.0,165032.0,0.0,3153.0,7.574012082264996,12.455049391891537,52.34126228988265,3041
crash_volatile_s0,scenario,217484.0,217484.0,0.0,8112.0,5.803913386071562,8.214268321723587,26.810157790927022,3012
high_vol_volatile_s0,scenario,217484.0,217484.0,0.0,8112.0,5.803913386071562,8.214268321723587,26.810157790927022,3012
sawtooth_normal_s0,scenario,162362.0,162362.0,0.0,2752.0,7.409773823550178,12.312715560735288,58.99781976744186,3060
sawtooth_volatile_s0,scenario,223189.0,223189.0,0.0,8144.0,5.935986516988919,8.400085674952171,27.405329076620824,3022
sideways_drift_s0,scenario,-12896.0,-12896.0,0.0,17680.0,-0.7771454265558319,-1.3872223660782934,-0.7294117647058823,88
sideways_normal_s0,scenario,165032.0,165032.0,0.0,3153.0,7.574012082264996,12.455049391891537,52.34126228988265,3041
spike_crash_volatile_s0,scenario,217484.0,217484.0,0.0,8112.0,5.803913386071562,8.214268321723587,26.810157790927022,3012
v_recovery_drift_s0,scenario,-12896.0,-12896.0,0.0,17680.0,-0.7771454265558319,-1.3872223660782934,-0.7294117647058823,88
v_recovery_normal_s0,scenario,165032.0,165032.0,0.0,3153.0,7.574012082264996,12.455049391891537,52.34126228988265,3041
